Feature.ID	baseMean	log2(brain/UHR)	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
ACSBG2	3.84246290516682	0.645897110093438	0.600893504081217	0.547910920083362	0.659559645730016	3	4	3	5	2.52	3.25	3.74	5.86
ACSF2	157.912308426521	-1.04472504658112	-4.90104267549047	9.53293435510272e-07	2.65187887251775e-06	254	262	67	104	213.59	212.63	83.49	121.94
ACSF3	222.109075388823	-0.66971371349336	-3.9395081278699	8.16488360576108e-05	0.000191318571013534	324	337	129	155	272.45	273.5	160.75	181.74
ACSL1	223.527796600413	1.05131988871133	6.20791445760643	5.36923616785627e-10	1.86069612652508e-09	164	188	252	247	137.91	152.57	314.02	289.61
ACSL3	484.495554059156	-0.41151729125199	-3.50106735579654	0.000463398707936797	0.00100774782466831	640	700	340	348	538.17	568.1	423.67	408.04
ACSL4	305.290448034035	-1.01958226265037	-6.81716457559607	9.28548732426807e-12	3.54320039884107e-11	483	508	151	183	406.15	412.28	188.16	214.57
ACSL5	74.3785516971855	-0.464587989967177	-1.61493308733966	0.106325186025509	0.160326412094905	100	109	57	46	84.09	88.46	71.03	53.94
ACSL6	195.420688128236	6.28772658130625	13.8473523515729	1.31988047624453e-43	1.30289395013614e-42	4	7	318	321	3.36	5.68	396.26	376.38
ACSM1	5.8515799812726	-2.15638451603162	-2.03737119709058	0.0416128579804898	0.0683321637176172	9	15	2	1	7.57	12.17	2.49	1.17
ACSM2A	2.46001196964256	-1.29280386902304	-0.980855060238059	0.326664221534226	0.429753566776682	4	5	1	1	3.36	4.06	1.25	1.17
ACSM2B	2.6629041627345	-1.42596929044052	-1.09598423241678	0.273085674777859	0.368440010328707	4	6	1	1	3.36	4.87	1.25	1.17
ACSM3	106.168830942435	-5.87765997894354	-9.02996795050854	1.71722082631402e-19	9.11665491435817e-19	243	264	3	2	204.34	214.25	3.74	2.35
ACSM4	1.42355527201841	-0.320143823027272	-0.21934587236617	0.826380630843967	0.879593954626126	1	3	1	1	0.84	2.43	1.25	1.17
ACSM5	8.07131231475618	2.02484464018323	2.33956388980397	0.0193062691271458	0.0336581295331838	5	2	9	13	4.2	1.62	11.21	15.24
ACSS1	397.429109315411	1.02437066548907	7.64008949610099	2.17070802712988e-14	9.3652093654036e-14	340	293	433	449	285.9	237.79	539.56	526.46
ACSS2	332.611820712324	-0.326876317706071	-2.35702117371638	0.0184221964079188	0.0322277364189884	448	448	244	244	376.72	363.58	304.05	286.09
ACSS3	65.6217844409674	-0.436248586185646	-1.43904241701522	0.150138505212506	0.218737060394404	85	98	49	43	71.48	79.53	61.06	50.42
ACTA1	23.0004816527161	0.149333025449285	0.284893101088529	0.775726041599288	0.846161412919638	16	37	22	18	13.45	30.03	27.41	21.11
ACTA2	178.477154777676	1.59650790192238	8.30801858161561	9.73132926312029e-17	4.61849663780125e-16	110	104	223	221	92.5	84.4	277.88	259.13
ACTB	16238.92816834	-0.491493119753086	-10.2251412384152	1.53004752653814e-24	9.54874148615766e-24	23034	22907	10483	11883	19369.21	18590.61	13062.89	13933.01
ACTBL2	2.37308505582377	-0.54316279862507	-0.421315526757094	0.673524693779821	0.760794936168631	5	2	2	1	4.2	1.62	2.49	1.17
ACTC1	12.4086773972766	0.459841140498399	0.688548558245597	0.491107402713784	0.5998744631363	16	9	10	14	13.45	7.3	12.46	16.42
ACTG1	13525.3646233506	-1.42072967773256	-30.9921416488641	6.87897174968965e-211	4.01385891480358e-209	23475	24215	5753	6431	19740.04	19652.14	7168.83	7540.45
ACTG2	49.9634107659513	-0.656774650618728	-1.85054391886992	0.0642351941342699	0.101831974566387	85	63	30	34	71.48	51.13	37.38	39.87
ACTL6A	122.314295491085	-3.41538810313457	-10.9704461954746	5.3010149676993e-28	3.60256901449004e-27	282	260	17	17	237.13	211.01	21.18	19.93
ACTL6B	248.263636072193	7.87084025027459	11.1902284027317	4.55259399426518e-29	3.18029537124173e-28	3	1	384	436	2.52	0.81	478.5	511.22
ACTL7A	1.31089991312017	0.797366326295711	0.537133775067323	0.59117521211006	0.684022803209098	1	1	1	2	0.84	0.81	1.25	2.35
ACTL7B	1.32929644747812	0.812204616761749	0.548298104706253	0.58348722857444	0.684022803209098	1	1	2	1	0.84	0.81	2.49	1.17
ACTL8	23.3546664916383	-3.40147616825533	-4.85714731948004	1.19088992109543e-06	3.28782410436534e-06	60	44	3	3	50.45	35.71	3.74	3.52
ACTN1	1523.99386158651	-1.23778996984194	-16.1054550970168	2.33573184583806e-58	3.02658659206618e-57	2580	2603	702	801	2169.51	2112.51	874.76	939.19
ACTN2	185.327164645192	5.4630386979692	15.0154146553129	5.81967984331881e-51	6.577655970268e-50	8	11	285	316	6.73	8.93	355.14	370.52
ACTN3	4.64598769684133	1.59821917281318	1.5348536496867	0.124819781005663	0.185204514375173	3	2	5	7	2.52	1.62	6.23	8.21
ACTN4	2704.30047221467	-0.853960202301371	-14.0857358289628	4.64792149945719e-45	4.71534734734265e-44	4148	4284	1539	1650	3488.04	3476.76	1917.75	1934.65
ACTR10	114.780232920314	1.00134820328672	4.29707665513351	1.73065359840394e-05	4.30671019738876e-05	82	103	119	135	68.95	83.59	148.29	158.29
ACTR1A	1078.93176237364	1.22155208734631	13.9491294044946	3.1846906718289e-44	3.18000976165508e-43	765	803	1152	1352	643.29	651.69	1435.51	1585.24
ACTR1B	984.413437861732	1.08343860534697	12.5385925452781	4.59076482834723e-36	3.80337667965248e-35	748	780	1067	1148	628.99	633.02	1329.59	1346.05
ACTR2	617.794412467582	-0.060124929120725	-0.573509542269282	0.566299740026274	0.677539513384483	761	766	472	530	639.92	621.66	588.16	621.43
ACTR3	524.90974947506	-0.4872112123196	-4.28752385980815	1.80675855748473e-05	4.48377837970967e-05	733	751	338	386	616.38	609.49	421.18	452.59
ACTR3B	150.340067744804	1.38547314980139	6.68716350220047	2.27537619578337e-11	8.53355796454874e-11	101	100	163	198	84.93	81.16	203.11	232.16
ACTR3C	3.54560116496624	0.457499236614818	0.408036657027303	0.683246762847289	0.768363306340917	5	2	2	5	4.2	1.62	2.49	5.86
ACTR5	92.1752651297702	-1.08245466789322	-3.92818872905164	8.55880351931819e-05	0.000200019416817995	151	153	36	62	126.98	124.17	44.86	72.7
ACTR6	57.2822415286461	0.707860085409523	2.21605636251902	0.0266876423155836	0.0453180085812382	54	51	54	64	45.41	41.39	67.29	75.04
ACTR8	133.424597155022	0.114502387588597	0.532541049270503	0.594351318987731	0.687154366363862	163	147	104	126	137.07	119.3	129.59	147.74
ACVR1	108.425750743945	-0.253517682820626	-1.06876599706066	0.285175124678466	0.383152600019527	134	152	73	91	112.68	123.36	90.97	106.7
ACVR1B	430.921820601863	1.50257753606135	11.6349653325682	2.73701314837021e-31	2.04170447483522e-30	251	293	530	524	211.07	237.79	660.43	614.4
ACVR1C	26.5642919507413	2.46686021815164	4.70455186234475	2.54424187278786e-06	6.84050443875205e-06	6	13	37	38	5.05	10.55	46.11	44.56
ACVR2A	56.3846396672486	0.56056324993818	1.71773283139603	0.0858453580066851	0.132062304893099	53	57	62	49	44.57	46.26	77.26	57.45
ACVR2B	271.026414184706	-0.969554616333715	-6.13876733365852	8.31642660866299e-10	2.85241736296407e-09	405	465	148	155	340.56	377.38	184.42	181.74
ACVRL1	89.6343112452692	3.47588301320863	10.5303803755308	6.25810837115581e-26	4.04766193254423e-25	16	19	130	143	13.45	15.42	161.99	167.67
ACY1	193.703399524576	-2.14283497923542	-10.5369906814373	5.83357705245466e-26	3.77693337957088e-25	374	392	52	66	314.5	318.13	64.8	77.39
ACY3	22.4702652140258	0.603184931983988	1.2035696721449	0.228755947352976	0.316387714521384	18	25	23	22	15.14	20.29	28.66	25.8
ACYP1	63.242744155902	0.416856562288244	1.3769812483039	0.168518045423748	0.241563697064849	65	66	55	65	54.66	53.56	68.54	76.21
ACYP2	100.465774770022	2.75741322433668	9.58152517648744	9.56222833143312e-22	5.4622434630787e-21	24	38	131	160	20.18	30.84	163.24	187.6
ADA	298.28791118278	-4.17621195302027	-17.629575989971	1.46058248877885e-69	2.2226560081241e-68	668	702	26	25	561.72	569.72	32.4	29.31
ADAD2	7.89054936893717	2.23423752782338	2.53906537503744	0.0111149051574157	0.0202245768035548	3	3	11	11	2.52	2.43	13.71	12.9
ADAL	49.0642818574657	-0.688243905039751	-1.97483554082665	0.0482868143308171	0.0783579408122167	70	77	30	32	58.86	62.49	37.38	37.52
ADAM10	371.708162852263	-0.715866524789256	-5.34636077786108	8.97402482746945e-08	2.69717017329948e-07	549	570	236	229	461.65	462.59	294.08	268.51
ADAM11	819.142568712477	4.44708733655945	32.2201893508641	9.20507295977235e-228	5.91550330543208e-226	84	89	1237	1358	70.64	72.23	1541.43	1592.28
ADAM12	42.2099537949115	-3.09428511850365	-6.31784537937391	2.65235185984248e-10	9.34488554879119e-10	88	96	7	7	74	77.91	8.72	8.21
ADAM15	816.594223268576	-0.78280123953749	-8.27212852643654	1.31588336604029e-16	6.21727108515111e-16	1217	1285	471	523	1023.37	1042.87	586.91	613.23
ADAM17	142.647281328085	-0.831118559605243	-3.91448628453881	9.05968870748894e-05	0.000211244666087098	212	231	75	95	178.27	187.47	93.46	111.39
ADAM19	116.379506584198	0.779362690183423	3.36496569963722	0.000765531750965938	0.00162141687639172	101	106	131	112	84.93	86.03	163.24	131.32
ADAM20	2.22708006369293	1.67189976349756	1.23463456089125	0.216966540398598	0.301801647638913	1	1	3	3	0.84	0.81	3.74	3.52
ADAM21	3.32071323970981	0.655141601401283	0.572644144263139	0.566885663749564	0.677539513384483	2	4	2	5	1.68	3.25	2.49	5.86
ADAM22	135.565234506131	3.63780077889273	13.1231856442091	2.42521787017038e-39	2.19365165603333e-38	23	25	202	214	19.34	20.29	251.71	250.92
ADAM23	212.85665394932	1.60002219742372	9.00566327541977	2.14366055477657e-19	1.1323718709514e-18	131	124	245	286	110.16	100.63	305.3	335.34
ADAM28	9.28464348296117	1.69663576568741	2.16545918876393	0.0303525375272192	0.0511169516461057	5	5	10	14	4.2	4.06	12.46	16.42
ADAM29	1.53218864057006	0.418326174086543	0.293192400993813	0.769375092134664	0.841723874307562	1	2	2	1	0.84	1.62	2.49	1.17
ADAM32	2.72310128407048	1.45609848455741	1.16179377327949	0.245319243951864	0.336079413644391	1	2	3	4	0.84	1.62	3.74	4.69
ADAM33	50.5537323730845	0.823008179298075	2.42293866601083	0.0153955257479335	0.0272489110342929	44	44	55	52	37	35.71	68.54	60.97
ADAM8	37.0027177411131	-0.48271805066296	-1.18925630062419	0.234338825747098	0.323013995895746	42	63	24	27	35.32	51.13	29.91	31.66
ADAM9	297.188260594347	-0.977862696521945	-6.55977595773972	5.3888680744665e-11	1.9789005504344e-10	469	486	161	170	394.38	394.42	200.62	199.33
ADAMTS1	508.274381125324	-0.590778746830189	-5.0814681219855	3.74528872406296e-07	1.07503971795874e-06	724	756	310	362	608.81	613.55	386.29	424.45
ADAMTS10	111.832114722403	1.68343139703875	6.73434293912427	1.6467237119445e-11	6.20153998190622e-11	55	73	152	130	46.25	59.24	189.41	152.43
ADAMTS12	23.6006276493285	-3.6622532455558	-4.96615858450922	6.82921167092331e-07	1.92110713404767e-06	48	59	4	1	40.36	47.88	4.98	1.17
ADAMTS13	149.637030464855	1.06498790258425	5.22959193416386	1.69884604575559e-07	4.99311642187311e-07	114	120	154	182	95.86	97.39	191.9	213.4
ADAMTS14	130.803852812142	-1.18196228387367	-5.2863706262268	1.24766982682801e-07	3.70888817720306e-07	219	221	67	65	184.16	179.36	83.49	76.21
ADAMTS15	46.533077848529	-3.24673066499005	-6.72629733926563	1.74034753734376e-11	6.54505552695789e-11	94	111	8	6	79.04	90.08	9.97	7.04
ADAMTS16	34.7933701317487	2.99504165104743	6.1771264939215	6.52787715616435e-10	2.25114719478895e-09	9	9	48	55	7.57	7.3	59.81	64.49
ADAMTS17	27.1261660712586	-0.25921358010578	-0.548646047297352	0.583248378671658	0.684022803209098	28	44	16	25	23.55	35.71	19.94	29.31
ADAMTS18	64.8316583388617	5.27985347443799	8.97460035061171	2.8438230099411e-19	1.49475549309477e-18	2	5	100	110	1.68	4.06	124.61	128.98
ADAMTS19	11.4623398382256	-1.06728086863162	-1.488938202581	0.136503642523259	0.200615953648878	22	16	4	8	18.5	12.99	4.98	9.38
ADAMTS2	64.2585820526081	-0.360160801144774	-1.19124389942606	0.233557850369508	0.322030837179529	88	87	46	47	74	70.61	57.32	55.11
ADAMTS20	4.11247715726401	-2.1377958486411	-1.76922794930205	0.0768558417546833	0.119604546459625	8	9	1	1	6.73	7.3	1.25	1.17
ADAMTS3	27.6116317669513	-1.69916308188121	-3.41509428398545	0.000637599371862734	0.00136213109294395	46	57	12	9	38.68	46.26	14.95	10.55
ADAMTS4	285.38093866582	2.98631584264594	16.761767120727	4.6460729592459e-63	6.43682445963405e-62	80	74	382	459	67.27	60.06	476.01	538.18
ADAMTS5	42.4080736112158	0.939623307239019	2.48097702229833	0.0131022818852236	0.0235212916214348	36	34	37	56	30.27	27.59	46.11	65.66
ADAMTS6	8.89411729257144	-1.57753399134302	-1.9020391416893	0.0571660376516979	0.0914945198326123	15	18	2	5	12.61	14.61	2.49	5.86
ADAMTS7	51.9677299723087	-2.58112111187526	-6.25273391355658	4.03328993622914e-10	1.40798754206186e-09	121	95	12	12	101.75	77.1	14.95	14.07
ADAMTS8	69.8727033153909	3.78786542809005	9.58110458934679	9.60125246755617e-22	5.48288875526429e-21	12	10	109	107	10.09	8.12	135.83	125.46
ADAMTS9	107.89198309739	0.72074201796598	3.03363901847939	0.0024162335732828	0.0048147491128206	100	97	99	124	84.09	78.72	123.36	145.39
ADAMTSL1	72.6466306680568	-0.996514025892479	-3.38909121278177	0.000701246800729886	0.00149073721987974	109	126	39	41	91.66	102.26	48.6	48.07
ADAMTSL2	177.274051540255	3.43118899607467	14.5895633632386	3.27285609141884e-48	3.51531725414846e-47	37	35	255	283	31.11	28.4	317.76	331.82
ADAMTSL3	18.4336345274562	3.01837051165197	4.53673592165747	5.71315717088863e-06	1.49034113692599e-05	6	3	24	31	5.05	2.43	29.91	36.35
ADAMTSL4	257.992510542514	-4.04594669145912	-16.4075695917625	1.6882977425604e-60	2.25051153882158e-59	580	599	25	23	487.72	486.13	31.15	26.97
ADAMTSL5	48.7913008486157	-1.78155571097971	-4.67905136709738	2.88205239130855e-06	7.70626941066505e-06	86	98	15	21	72.32	79.53	18.69	24.62
ADAP1	745.464388608416	3.93328418277603	29.9016450257211	1.87324165057876e-196	9.87058245908842e-195	100	121	1094	1225	84.09	98.2	1363.24	1436.33
ADAP2	19.453322832698	0.797707174270915	1.48637940857079	0.137178793242775	0.201530352569051	18	16	22	19	15.14	12.99	27.41	22.28
ADAR	1853.44248164098	0.136556602463058	2.01705384295168	0.0436898947203898	0.0714283779433824	2109	2166	1581	1631	1773.45	1757.86	1970.09	1912.37
ADARB1	892.866849896279	1.24505034716938	13.4230694660856	4.42978310218106e-41	4.14274012633668e-40	650	632	978	1103	546.58	512.91	1218.69	1293.29
ADARB2	105.236446511345	6.65994629293011	9.28573045993996	1.60601736908228e-20	8.83704437219644e-20	3	1	162	184	2.52	0.81	201.87	215.74
ADAT1	58.2669745556611	-1.13240150620724	-3.41985291079987	0.000626550036807927	0.00134018158103681	102	92	31	29	85.77	74.66	38.63	34
ADAT2	58.5088971222715	-1.96524019095685	-5.41430737898059	6.15263954557582e-08	1.87137047387181e-07	94	133	18	21	79.04	107.94	22.43	24.62
ADAT3	52.0841113666283	-0.546315673098719	-1.62122308467529	0.104969803642734	0.158357966919825	74	76	32	38	62.23	61.68	39.88	44.56
ADC	131.357856160033	2.72101917886896	11.1035473588001	1.20561745328129e-28	8.33330494052208e-28	40	43	186	192	33.64	34.9	231.78	225.12
ADCK1	73.6568765953893	0.294032150489866	1.03130129742096	0.302399550116997	0.402423691221877	78	82	73	61	65.59	66.55	90.97	71.52
ADCK2	277.925542542691	0.187321901472557	1.25442030139538	0.20968927734174	0.293632908833523	318	311	236	254	267.41	252.4	294.08	297.82
ADCK4	172.513713537131	0.411858063029274	2.19193663076034	0.0283840826301083	0.0480657010406766	185	173	161	165	155.57	140.4	200.62	193.47
ADCK5	112.247766180238	0.0220344613680033	0.0920399835342755	0.926666272131673	0.961440265544272	131	139	76	112	110.16	112.81	94.7	131.32
ADCY1	2075.50313137038	1.91571456801763	26.3706917905719	2.97233852282519e-153	1.14685240124099e-151	1039	1066	2510	2930	873.69	865.13	3127.72	3435.47
ADCY10	2.0355417716691	0.436252065552457	0.330821593697559	0.740779249028493	0.818441242668293	2	2	2	2	1.68	1.62	2.49	2.35
ADCY2	390.66316856783	5.39537985615759	21.8769692027105	4.30520472225862e-106	1.0223920627566e-104	20	23	613	651	16.82	18.67	763.86	763.31
ADCY3	517.23971894613	0.525875182682543	4.42418847310099	9.68054818827023e-06	2.46973427625102e-05	498	529	450	563	418.77	429.32	560.75	660.13
ADCY4	24.6439551486648	4.8993658817128	5.59623717971187	2.19053979737846e-08	6.83425422760915e-08	2	1	31	49	1.68	0.81	38.63	57.45
ADCY5	344.962724951832	4.58388274651219	21.3708143536842	2.49738975128624e-101	5.64196530272766e-100	33	33	515	583	27.75	26.78	641.74	683.58
ADCY6	515.911709539029	0.427037470271825	3.75360829670927	0.000174307174028094	0.000395901022610435	542	523	467	513	455.77	424.45	581.93	601.5
ADCY7	231.415399833557	-1.5364159726484	-8.80673934563478	1.28838821636355e-18	6.60763565696076e-18	412	422	94	102	346.45	342.48	117.13	119.6
ADCY8	96.5492817186809	2.2382975823407	8.28560195718824	1.17513189080496e-16	5.55915414744888e-16	41	40	132	132	34.48	32.46	164.49	154.77
ADCY9	411.06989486433	0.634771301849946	5.01188385952044	5.38997337763699e-07	1.53004139067916e-06	402	377	400	428	338.04	305.96	498.44	501.84
ADCYAP1	32.2335132644404	4.0591078853765	6.63338522039272	3.28074111108528e-11	1.21792071457971e-10	4	4	53	48	3.36	3.25	66.04	56.28
ADCYAP1R1	88.7227259934248	5.56210947204715	10.2244942677737	1.54029826021548e-24	9.60956166146895e-24	4	4	144	144	3.36	3.25	179.44	168.84
ADD1	2136.85101530618	1.55909060711463	23.1260263078766	2.53421369608949e-118	6.82801882818899e-117	1264	1358	2507	2779	1062.89	1102.11	3123.98	3258.42
ADD2	463.884609560474	1.60959164218426	13.089744583488	3.76873000867411e-39	3.38793866847821e-38	267	287	548	610	224.52	232.92	682.86	715.23
ADD3	405.46437098962	1.2946791459987	9.9930730581952	1.63434858912952e-23	9.8693901150545e-23	286	282	445	510	240.5	228.86	554.52	597.98
ADH1B	6.40621842071949	2.85433686427544	2.70785440110054	0.00677197244114331	0.0127452715717253	1	2	12	7	0.84	1.62	14.95	8.21
ADH1C	1.32929644747812	0.812204616761749	0.548298104706253	0.58348722857444	0.684022803209098	1	1	2	1	0.84	0.81	2.49	1.17
ADH4	7.84518765085525	-3.14308892429054	-2.84605022601994	0.00442652124460484	0.00854141683048015	19	16	1	1	15.98	12.99	1.25	1.17
ADH5	223.842957550544	-0.957210695286865	-5.55112052825076	2.83844294037237e-08	8.80940799669819e-08	358	358	113	139	301.04	290.54	140.81	162.98
ADH6	15.4192420065894	-3.67481962785686	-4.0295618847615	5.58809036355928e-05	0.000133137092805141	41	29	2	1	34.48	23.54	2.49	1.17
ADH7	1.22799498964798	-0.0291068302141553	-0.0194900789922791	0.984450151358621	0.990471779176035	2	1	1	1	1.68	0.81	1.25	1.17
ADHFE1	35.6601285071903	2.72102703351324	5.87561092139262	4.21286761179012e-09	1.38406161850555e-08	9	13	51	52	7.57	10.55	63.55	60.97
ADI1	255.087197806443	-0.55518007179378	-3.49977230220887	0.000465655732312466	0.00101230895314831	375	360	161	181	315.34	292.16	200.62	212.23
ADIG	1.22066307892648	-0.0210806190976561	-0.0141016536678546	0.98874888115114	0.990471779176035	1	2	1	1	0.84	1.62	1.25	1.17
ADIPOR1	535.972141679477	-0.766922050131178	-6.73620976818785	1.62571539013307e-11	6.12606144039446e-11	787	849	309	348	661.79	689.02	385.05	408.04
ADIPOR2	691.29470773243	0.198854257233342	1.93804304978331	0.0526179705782248	0.0848866963225334	726	834	580	644	610.49	676.85	722.74	755.1
ADK	95.2618421451069	-1.14528220781556	-4.34666742008561	1.38221556804281e-05	3.47325026886531e-05	167	151	43	55	140.43	122.55	53.58	64.49
ADM	222.018508214516	-2.26083956804214	-11.5147620632231	1.11165956496361e-30	8.16447422576746e-30	437	453	71	55	367.47	367.64	88.47	64.49
ADM2	49.9714067567023	-4.55064075078637	-7.17245273786154	7.36658507815153e-13	2.97762816312364e-12	118	115	4	2	99.23	93.33	4.98	2.35
ADNP	607.228951184819	-0.587259948107625	-5.41544141778331	6.11376872108844e-08	1.85984501219485e-07	843	924	373	431	708.88	749.89	464.8	505.35
ADNP2	229.153234222275	-0.922343485554325	-5.46584748946662	4.60700320543544e-08	1.41050080434239e-07	358	369	121	141	301.04	299.47	150.78	165.32
ADO	291.405123598112	0.803725135236981	5.25790937073494	1.45702288839423e-07	4.3090002150241e-07	276	237	289	325	232.09	192.34	360.12	381.07
ADORA1	502.849418608667	4.5175629125591	25.6209368464587	8.91662218545567e-145	3.17625444216737e-143	49	52	754	843	41.2	42.2	939.56	988.43
ADORA2A	91.1387108327713	0.270217844197949	1.06760645935462	0.285698068698244	0.38376870720839	96	104	81	84	80.73	84.4	100.93	98.49
ADORA2B	49.2626115720504	-1.04295605643419	-2.94004229592213	0.00328167446867373	0.00643480174653249	82	79	25	28	68.95	64.11	31.15	32.83
ADORA3	28.5226325676842	4.78018630487182	6.12681992287166	8.96528406254511e-10	3.07053715228183e-09	1	3	40	52	0.84	2.43	49.84	60.97
ADPGK	192.764708896406	-1.57567614767874	-8.22381158172747	1.97135711072279e-16	9.25676498646478e-16	338	362	74	86	284.22	293.79	92.21	100.84
ADPRH	19.5960179044539	0.320850282589634	0.603261814727639	0.546334531320509	0.658036817246801	21	21	20	16	17.66	17.04	24.92	18.76
ADPRHL1	44.9787382449499	1.27524038270774	3.37627949526374	0.000734732398338878	0.00155896036600135	38	25	46	60	31.95	20.29	57.32	70.35
ADPRHL2	211.181311247009	-0.272537345215599	-1.58446825849252	0.113087199364863	0.169581766363297	269	291	145	172	226.2	236.17	180.68	201.67
ADRA1A	16.4456611707079	4.75220392154467	4.60036758553045	4.21746044367678e-06	1.11361094613575e-05	1	1	27	26	0.84	0.81	33.64	30.49
ADRA1B	74.2094416033392	3.46637097736683	9.59246425204836	8.60058714546669e-22	4.92327320737489e-21	15	14	107	119	12.61	11.36	133.33	139.53
ADRA1D	33.9043806329014	1.09403889350647	2.61894689565361	0.00882016769384156	0.0163128079603553	24	28	33	44	20.18	22.72	41.12	51.59
ADRA2A	56.9679352418251	3.61109757701852	8.35863191299446	6.34497421498369e-17	3.03785802963554e-16	9	11	100	74	7.57	8.93	124.61	86.77
ADRA2B	7.53722322031557	0.795456884192036	0.967649245173376	0.33321957420273	0.43648587587752	6	7	9	7	5.05	5.68	11.21	8.21
